repo_id,name,owner,stars,forks,language,topics,description,industry_code,industry_name,industry_confidence
578043703,cride,manwwe,6,1,Python,"amazon-s3, caddy, carpooling, celery-task, django-rest-framework, docker, docker-compose, platzi-course, redis",Comparte Ride (Cride) is a carpooling car app built in Django Rest and docker.,H,Transportation and storage,high
297531552,MITx-6.86x-machine-learning-with-python,mlaricobar,6,2,Jupyter Notebook,,This repo contains all of the solutions for the MIT 6.86x Machine Learning with Python - From Linear Models to Deep Learning course taught by the IDSS ,M,"Professional, scientific activities",high
328287128,Estadistica-Aplicada,luiqs,6,8,HTML,,Curso básico e intermedio de estadística en R. Teórico - práctico,P,Education,high
380553269,Irrigation-3021,davemaster,6,1,C++,"bluetooth, codeforgood, cppbuilder, hc-05",How Bluetooth Technology can improve the use of water resources worldwide,A,"Agriculture, forestry and fishing",high
111758876,nme-go,madrazo,6,0,Haxe,"game-engine, haxe, nme, shaders",NME Graphics Objects: node-based programable GPU effects on top of GLView,R,"Arts, entertainment and recreation",high
810904762,frase-para-dedicar,mabelolivera10,5,4,CSS,,,R,"Arts, entertainment and recreation",low
800545065,cartaparamamadiadelamadre,mabelolivera10,5,0,CSS,,,S,Other service activities,medium
790864827,mensajecorazon,mabelolivera10,5,1,CSS,,,J,Information and communication,low
784327175,erescomoelcafe,mabelolivera10,5,0,CSS,,,J,Information and communication,low
581646378,DotNet_MinimalAPI_Example,apholdings,5,0,C#,,,J,Information and communication,high
831581889,133_WEBAPI_NET8_EF8,CodigoEstudiante,5,0,C#,,,J,Information and communication,low
817573703,130_Sistema_Alquiler_CSharp_SQLite,CodigoEstudiante,5,3,C#,,,L,Real estate activities,medium
784038081,119_WebAPI_NET8_CRUD_ADONET,CodigoEstudiante,5,0,C#,,,J,Information and communication,high
439090937,shiny_rgee_template,csaybar,5,2,R,"earth-engine, rgee, shiny, shiny-apps",Deploy shiny & rgee apps using Shinyapps.io,M,"Professional, scientific activities",high
1026283433,quantum_hub,jorgemunozl,5,0,Jupyter Notebook,,Quantum Hub First Cohort,M,"Professional, scientific activities",medium
998587650,openpi_subtask_generation,jorgemunozl,5,0,Python,,pi05 model written on JAX,M,"Professional, scientific activities",medium
399635399,ubigeo,jmcastagnetto,5,2,R,"opendata, peru, r, ubigeo","In Peru, geographical locations have an official geographical code called UBIGEO (from the spanish denomination as ""UBIcación GEOgráfica"").  The problem is that there are two widely used and not completely      equivalent coding systems: INEI and from RENIEC. This package contains datasets with the mappings from one to the other & other extra data.",O,Public administration and defense,high
89536316,nocker-wheezy-app,jansanchez,5,0,Makefile,"babel, docker, es2015, nodejs, nodemon, yarn",Example of use for the image: jansanchez/nocker-wheezy,J,Information and communication,high
497672857,TechiesMoney,jesulink2514,5,0,C#,,,J,Information and communication,low
1174834584,perks,crafter-station,5,0,TypeScript,,,J,Information and communication,low
1159704111,meta.playground,crafter-station,5,0,TypeScript,,https://img.crafter.run/,J,Information and communication,low
1159628253,pushup.ai,crafter-station,5,0,TypeScript,,Count your pushups,Q,Human health and social work,high
1152473436,latex-renderer,crafter-station,5,1,CSS,,i'm doing this bc i don't want to port latex,M,"Professional, scientific activities",medium
90087070,ruby-saas-boilerplate,giancorzo,5,0,CSS,,Ruby project that includes everything you need to create a saas project,J,Information and communication,high
201521265,R-Hydrology-Tools,Hydroenvironment,5,8,R,,Training of data handling and descriptive statistics in R,E,Water supply; sewerage,high
633256196,Leaderboard,CarlosIgreda,5,0,CSS,"api, css, html, javascript, webpack",The leaderboard website displays scores submitted by different players. It also allows you to submit your score. All data is preserved thanks to the external Leaderboard API service.,R,"Arts, entertainment and recreation",high
629730986,CarlosIgreda,CarlosIgreda,5,0,,"github, readme-profile","A file that contains information about my work, capabilities and realizations.",J,Information and communication,high
856640026,Python-Programming101,john-caballero,5,8,Jupyter Notebook,,"Este repositorio contiene el material oficial del curso Programación 101, perteneciente a la Maestría en Ciencia de Datos e Inteligencia Artificial de la Universidad de Ingeniería y Tecnología (UTEC).",P,Education,high
6156863,extract-values,gnrfan,5,0,Python,,A Python module for extracting values out of a string using a simple pattern instead of regular expressions,J,Information and communication,high
351805947,RPisco,GeomarPerales,5,0,R,"hydrology, peru, pisco, senamhi",An R package with tools for manipulate Pisco databases from SENAMHI (Peru).,E,Water supply; sewerage,high
1040852839,dotnet-dumpling,CoreyKaylor,5,0,C#,,A delightful CLI tool for analyzing .NET memory dumps.,J,Information and communication,high
824741269,JulianB0315,JulianB0315,5,0,,readme-profile,Readme de perfil,J,Information and communication,high
130912273,MosaicFreeCloud,ytarazona,5,2,R,,Using MosaicFreeCloud we can generate images of cloud-free satellite.,A,"Agriculture, forestry and fishing",high
515450230,Dataflow_v01,macespinoza,5,7,Java,,Laboratorios de Dataflow,M,"Professional, scientific activities",medium
41638929,dashninja-db,elbereth,5,19,,,Dash Ninja Database,K,Financial and insurance activities,high
4105263,dragama,elbereth,5,0,Pascal,,"Dragon Game Manipulator is the logical step after Dragon UnPACKer: Manipulate games files, create patches, distribute your mods and hopefully much more!",R,"Arts, entertainment and recreation",high
917733857,personalizacion-de-escritorio-en-windows-con-estilo-geografico,geografope,5,0,,,"📂 Este repositorio contiene una serie de pasos 📜 que te guiarán para lograr una personalización exclusiva, con un aspecto geográfico único 🌎, adaptada a tu entorno de trabajo y ubicación 📍, utilizando QGIS 🌍 y otros software gratuitos 🖥️",M,"Professional, scientific activities",medium
1149235346,EduNode-AI,javsan77,5,0,JavaScript,,"EduNodo AI is a intelligence platform that converts Peru’s Educational Service Padron in .dbf format into a scalable, actionable decision environment, combining cloud-based RAG on Cloudflare Workers with spatial analytics, statistical modeling, and natural-language interaction to help educational managers plan.",P,Education,high
1126777093,zed-notion-mcp,f1729,5,1,Rust,,Notion MCP Server extension for Zed editor,J,Information and communication,high
243381187,map-science,f1729,5,2,Clojure,"clojurescript, helix, pigeon, react-range",Clojurescript React Application for Learning,P,Education,medium
1141572570,databricks-bootcamp-zero-to-ninja,DanielEdu,5,2,Python,,,J,Information and communication,medium
187419972,huskyA200-VLP16,claydergc,5,1,CMake,"gazebo, huskya200, vlp16",Gazebo files to simulate the Husky A-200 robotic platform mounted with a Velodyne VLP-16 LidAR,M,"Professional, scientific activities",high
113256240,ns-restlet-framework,felipechang,5,1,TypeScript,,"NetSuite RESTlet framework. User defines the models and methods, the framework handles the REST. ",K,Financial and insurance activities,high
653869451,react-culqi-next,hebertdev,5,2,TypeScript,"culqi, react, tsdx, typescript","A React library for integration with the Culqi payment processor, compatible with Next.js",K,Financial and insurance activities,high
415975491,coding-bootcamp-website,piero-vic,5,0,HTML,microverse,"Website project for Module 1 of Microverse. Built using HTML, CSS and JavaScript.",P,Education,high
404570963,dotfiles,piero-vic,5,0,Lua,"alacritty, dotfiles, neovim, shell, swaywm, tmux, zsh",Configuration files and scripts for my Arch Linux system.,J,Information and communication,high
1041817495,SandaGameJam2025,shiarauzo,5,0,GDScript,,An awesome gravity-themed videogame,R,"Arts, entertainment and recreation",high
96055018,Elephant,kerpie,5,1,Java,,Annotation Processor to apply the Memoization technique in Utils-like classes,J,Information and communication,high
927581108,server-timing,edgefirst-dev,5,0,TypeScript,,A helper to collect measurements for the Server-Timing header,J,Information and communication,high
705714766,GIF-Camera-App,JuanDiegoGuerra,5,0,,,Gif camera is a simple and ligh app that allows you to record a gif in a selected area of your screen.,J,Information and communication,high
705450146,Carta_Gorilas_PDF,JuanDiegoGuerra,5,0,HTML,,Displays the menu of Gorilas restaurant with a pdf file.,I,Accommodation and food services,high
696913641,DB_based_on_diagram,JuanDiegoGuerra,5,0,,,"You will get a database diagram, interpret it, and implement the SQL needed to build that database.  IMPORTANT",J,Information and communication,high
680044526,Bookstore,JuanDiegoGuerra,5,0,JavaScript,,This project will lay the foundations for your Bookstore website. You will create the user interface using React.,G,Wholesale and retail trade,high
635608691,GoogleChrome-OfflineDinoGame,JuanDiegoGuerra,5,1,JavaScript,,Google Chrome Dinosour game when you are in offline mode. It is different from the original one but has the same mechanics.,R,"Arts, entertainment and recreation",high
635477574,ToDoList-Webpack,JuanDiegoGuerra,5,0,JavaScript,,Making a to-do list page using Webpack,J,Information and communication,high
175147521,TallerShiny-WomensDay,VilmaRomero,5,2,R,"ggplot2, leaflet, plotly, shiny",Taller preparado para el evento Women's Day: Por más mujeres en tecnología,M,"Professional, scientific activities",medium
42637572,bzip2,jaime-olivares,5,2,C#,,A pure C# implementation of the bzip2 compressor,J,Information and communication,high
705973340,frutas2023-2,PeterTXS09,5,0,Python,,,A,"Agriculture, forestry and fishing",medium
691186869,deteccion_conteo_espacios_demo,PeterTXS09,5,1,Python,,Detección de Parking vacios,H,Transportation and storage,high
74242646,competitive_programming,larc,5,0,C++,"algorithms, competitive-programming, computer-science, data-structures, graph-algorithms, math, problem-solving, programming, programming-contests",Collection of my solutions for some competitive problems.,J,Information and communication,high
469795344,Math-Magicians,Kakalanp,5,0,JavaScript,,Math magicians is a website for all fans of mathematics. It is a Single Page App (SPA) that allows users to make simple calculations and read a random math-related quote.,P,Education,high
358269133,geo_rb,kucho,5,0,Ruby,,"geo_rb makes it easy for Ruby developers to locate the coordinates of addresses, cities, countries, and landmarks across the globe using third-party geocoders.",H,Transportation and storage,medium
626084194,estela-requests,bitmakerla,5,1,Python,,estela-requests provides enhanced functionality for making HTTP requests and seamless integration with estela.,J,Information and communication,high
368572006,estela-entrypoint,bitmakerla,5,2,Python,"crawling, kafka, python, scraping",estela entrypoint for job runner 🕸,J,Information and communication,high
530726893,DataStoreApp,EduDev06,5,0,Kotlin,"android, coroutines, datastore-android, hilt-compose, hilt-dependency-injection-android, jetpack-compose, kotlin, mvvm-android","Data Store App allows save and retrieve values by using data store. Also, the app was created with MVVM pattern and others libraries like Hilt and Coroutines.",J,Information and communication,high
444301768,Wireworld,daneelsan,5,1,Mathematica,"c, wireworld, wolfram-language, zig",Wireworld: a Turing-complete cellular automaton suited for simulating logic gates and other real-world computer elements,M,"Professional, scientific activities",high
349495125,boton-flotante,gcancho,5,4,CSS,,Botón flotante con CSS,J,Information and communication,high
556973401,eslint-report-action,ldiego73,5,1,TypeScript,"eslint, github-actions",A Github Action that convert ESLint report to markdown,J,Information and communication,high
409352316,system-engineering-devops,cristhian-apaza,5,1,Shell,,"0x00. Shell, basics",J,Information and communication,high
169993584,Seedman,AngelRodRo,5,1,JavaScript,"javascript, prototype, prototyping, seeder, testing","Seedman is a seeder allows you create data for any models or collections in any database engine like MongoDB, MySQL, Postgres, etc. (Current version: Only Supports MongoDB).",J,Information and communication,high
257632013,lifestyle-articles,xtrmdarc,5,0,Ruby,"article-page, rails, ruby",Criftlix is the most popular web app to write - read articles about the latest netflix's shows. Simply log in to your account and start exploring. This project consists of a simple sessions system with login and sign-up functionalities. You'll be redirected to the homepage where all categories will be displayed together with the most recent article written in that category. You can click the category section to browse all articles inside a single category. I also implemented a voting system for the articles where the user can vote just once for each article.,R,"Arts, entertainment and recreation",high
1167156597,DashAI,Mr20DL,5,0,JavaScript,,,J,Information and communication,low
628146479,hiperbarica-clinic,luiisca,5,1,MDX,"botpress, calcom, contentlayer, google-maps-api, nextjs, tailwindcss, typescript","A Next.js 13 website for a clinic that offers hyperbaric oxygen therapy, featuring blog, server-side content search, interactive map, AI chatbot and online appointment system.",Q,Human health and social work,high
551438297,python_climatologia,cryohydromettools,5,5,Jupyter Notebook,,Este es un curso de python aplicado al análisis y visualización de datos climáticos.,A,"Agriculture, forestry and fishing",high
536734071,group4backend,YotoCoder,5,0,,,Repositorio principal grupo 4 proyecto Programación en Español.,J,Information and communication,low
971038465,lb-p2p-lan-chat,luisBazanDev,5,1,TypeScript,"p2p-chat, typescript",It's a simple P2P chat based on LAN networks. It maintains two listening sockets: a UDP socket for discovery and a TCP socket for message transport.,J,Information and communication,high
521149529,Inteligencia-Artificial,JafetRaul,5,0,Jupyter Notebook,,Asignatura del 7 Ciclo de la EAPIS || FISI - UNMSM,P,Education,high
836965226,excel2pdf,user0608,5,2,Go,,Converts an Excel file to PDF,J,Information and communication,high
301241550,Unix-shell,rodp63,5,3,C,"college-project, shell, unix",UNIX Shell. Project 1 of the Programming Projects in Chapter 3 - Operating Systems Textbook,J,Information and communication,high
294445297,youtube-projects,Benjacho,5,16,Jupyter Notebook,,This is a repository where i will be sharing code of my youtube projects ,J,Information and communication,medium
77761073,sunatCrawler,alonsogodinez,5,3,Python,"flask, ocr, sunat, tesseract-ocr",Mini app (service) to get basic information about a specific RUC from SUNAT using Tesseract OCR,K,Financial and insurance activities,high
658987056,copier-mindsdb-handler,rmaceissoft,5,0,Jinja,"bootstrapping, copier, copier-template, mindsdb, template",Copier template to generate boilerplate code for new MindsDB's handlers,J,Information and communication,high
908341000,2025-macro-finance,qlab-intro-python,5,8,Jupyter Notebook,,,K,Financial and insurance activities,medium
1004611504,tools-for-bolt,dceluis,5,2,TypeScript,,An extension to improve the bolt.new experience,J,Information and communication,high
365888170,Proxies-Discord-Bot,x-name15,5,2,Python,,This is a Discord Proxies Generator Bot,J,Information and communication,high
357633176,Rewards-Master-Bot,x-name15,5,4,Python,,This bot is exclusive for the Rewards servers of Discord,R,"Arts, entertainment and recreation",high
487201387,nestjs-test,jguillermo,5,0,TypeScript,,,J,Information and communication,high
365902159,GamiUI,Yei-Linux,5,1,TypeScript,"atomic-design, chromatic, classnames, emotion, react, storybook, typescript",GamiUI is an UI Library provides a series of customizables components to use on apps wich use a gamification orientation.  NPM: https://www.npmjs.com/package/@gamiui/standard.    Storybook : https://6098a5391a29200039e99041-irdhvapfqc.chromatic.com/?path=/docs/atoms-avatar-%F0%9F%9F%A2--one,R,"Arts, entertainment and recreation",high
1099451324,SPADE-Natural-Selection-Simulator,LiamQuinoNeff,5,1,Python,"3d, agent-based-modeling, csv, data-visualization, demo, education, evolutionary-algorithms, logging, multi-agent-systems, natural-selection, python, realtime-visualization, research, simulation, spade, threejs, webgl, xmpp","Simulación basada en agentes para estudiar selección natural y comportamiento emergente. Implementado en Python con agentes SPADE que se comunican por XMPP, genera datos de generación en CSV y proporciona una interfaz web interactiva 3D (Three.js) para visualización en tiempo real.",M,"Professional, scientific activities",high
565742041,Tambos_MIDIS_Peru,braulio-arteaga,5,0,Jupyter Notebook,,"Web scraping with Python of the ""PAIS"" social program web page to obtain information on the ""Tambos"" (fixed platforms in rural areas) at the district level in Peru.",O,Public administration and defense,high
269697824,To-do-list,bren2102,5,1,JavaScript,"javascript, webpack","This javascript app is a Todo list application, built using OOP principles, organizing JS code, object factories and classes along with ES6 modules, and using Webpack as a module manager. You can create as many projects as you want and also add unlimited todo tasks to them.",J,Information and communication,high
628766581,file-organization-dbms,jjordanoc,5,0,C++,"data-structures, database-management-system, file-organization",Implementation of various file organization techniques and example GUI application,J,Information and communication,high
559271756,multicycle-arm,jjordanoc,5,0,Verilog,"armv7, computer-architecture, multicycle-processor","Implemented additional operations for a Multicycle ARM Processor, as presented in Digital Design and Computer Architecture by Harris & Harris",J,Information and communication,high
300633695,neo4jd3,vanessapr,5,0,JavaScript,,Neo4j graph visualization using D3.js,J,Information and communication,high
801731023,api-anime,davidprospero123,5,0,,"anime-scraper, api, whatsapp-bot",Le ire agregando mas cosas de anime para que tengamos todo lo nuevo siempre y cuando me percate que me echan suport,R,"Arts, entertainment and recreation",high
529649743,Corporate-Finance-II-Undergraduate,AChangM,5,0,Jupyter Notebook,,Curso de pregrado de Finanzas Corporativas II de la escuela profesional de Ingeniería Económica de la UNI.,P,Education,high
257060535,CRUD-Google-SpreadSheets,gabiprds93,5,0,JavaScript,,"Making CRUD opertions on Google Spread Sheet using HTML, JS and Google APP SCRIPT.",J,Information and communication,high
506672396,makePalette,musajajorge,5,1,R,"clara, color, kmeans, kmeans-algorithm, kmeans-clustering, kmeans-clustering-algorithm, palette, pam","It's a package containing functions that allow you to create your own color palette from an image, using mathematical algorithms",M,"Professional, scientific activities",high
959242697,test-repo,LubeckHuaman,5,0,Python,,test,J,Information and communication,low
1136037555,finesi_web,BeltranHC,5,0,TypeScript,,Sistema web integral para la gestión y difusión de información académica de la Facultad de Ingeniería Estadística e Informática,P,Education,high
271427641,Easybank-landing-page,cristhianLaurente,5,0,CSS,,,K,Financial and insurance activities,medium
271390862,bookmark-landing-page,cristhianLaurente,5,0,CSS,,,J,Information and communication,high
619043068,RetrofitMaestroDetalle,programadorescs,5,1,Kotlin,,"Ejemplo de un maestro-detalle que consume un apirest. Usaremos Retrofit para la comunicación con la api, el patrón MVVM e inyección de dependencias con Dagger Hilt. ",J,Information and communication,high
44947471,odontograma,cucarach0n,5,8,HTML,,aplicacion utilizando angular.jquery y javascrip,Q,Human health and social work,high
1076546877,Proyecto_calidad_sofware,Jonathan03R,5,2,JavaScript,,Principios de calidad de sofware,J,Information and communication,high
1105590488,claude-code-history-viewer,yanicklandry,5,4,JavaScript,"claude, claude-code, desktop-app, developer-tools, electron, electron-app, history-viewer",Browse your Claude Code session history in a beautiful chat interface,J,Information and communication,high
1135196609,awesome-everything-as-code,YamilAyma,5,0,,"awesome, awesome-list, awesome-list-awesome-list, eac, everything-as-code, list",A curated collection of EaC tools,J,Information and communication,high
347143889,ontoSLAM,Alex23013,5,2,Python,,,M,"Professional, scientific activities",medium
684731621,EFI-Asus-A320m-k-OpenCore,EGL9,5,1,,"a320m-k, efi, egpu, macos, opencore, rx570, ryzentosh, sonoma, ventura",EFI OpenCore for macOS Ventura/Sonoma,J,Information and communication,high
750865165,cv,yupanquiah,5,1,Astro,"astro, css, html, javascript, typescript",resume,M,"Professional, scientific activities",medium
905776437,IWSLT2025_Quechua_data,Llamacha,5,0,JavaScript,,,P,Education,medium
376126003,Churana,Llamacha,5,1,,"computational-linguistics, low-resource-languages, natural-language-processing, peru",,M,"Professional, scientific activities",high
833769655,testcontainers-swift,cristianpalomino,5,3,Swift,"docker, swift, testcontainers, testing",Testcontainers for Swift its a library which has the initiative to allows integrate Docker with your tests cases.,J,Information and communication,high
587501204,spring-boot-starter-jwt,cmeza20,5,1,Java,,Spring Boot Starter JWT,J,Information and communication,high
928718,django-notification,soad241,5,1,Python,,clon of jtauer's django notification,J,Information and communication,high
916974,django-email-confirmation,soad241,5,0,Python,,clon of jtauber's django-email-confirmation,J,Information and communication,high
417367791,Geoscience_Multiverse,AotinianoZ,5,1,Jupyter Notebook,,"Este repositorio es la base para el desarrollo del curso Geodatabase, Geo-Statistics, Machine Learning and Big Data: Applied to Geology  (SQL – R – Qgis - Python)",B,Mining and quarrying,high
356357092,web-connection-grabber,Gabrieltec123,5,3,JavaScript,"anonytun, http-custom, http-injector, internet-gratis, kpn-tunnel, netfree, youtube",Ver todas las solicitudes y respuestas HTTP enviadas entre el navegador web y el servidor web,J,Information and communication,high
842735970,loveitheart,mabelolivera10,4,5,CSS,,,J,Information and communication,low
680959254,Arduino_Core_STM32,mriscoc,4,1,C,,STM32 core support for Arduino and PlatformIO in Marlin,C,Manufacturing,high
647379540,NodePro-ESP32,mriscoc,4,0,,,Node Pro-Ender by Fiberpunk - ESP32,C,Manufacturing,medium
837008390,134_CRUD_DAPPER_API_NET8,CodigoEstudiante,4,0,C#,,,J,Information and communication,medium
320688711,todo-project,goandreus,4,0,Dart,,todo,J,Information and communication,low
515572706,app-base-architecture,emedinaa,4,0,Kotlin,,Building a base architecture for my android app,J,Information and communication,high
455984725,cvxpy,dcajasn,4,1,C++,,A Python-embedded modeling language for convex optimization problems.,M,"Professional, scientific activities",high
345005991,dcajasn,dcajasn,4,0,,,,J,Information and communication,low
738186297,inventarios-final-v-1,Franklin369,4,1,JavaScript,,,G,Wholesale and retail trade,medium
716757394,control-gastos-9-noviembre-2023,Franklin369,4,2,JavaScript,,,K,Financial and insurance activities,medium
1022341306,astro_tailwind_4-template,BracoZS,4,0,Astro,"astro, frontend-framework, tailwind, tailwindcss-v4, template",Basic Astro + Tailwind 4 stater template ,J,Information and communication,high
939509452,salamandradevs.site,BracoZS,4,0,HTML,,Sitio web de la comunidad Salamandra Devs - version,J,Information and communication,high
841682694,aprendiendo-react,gustarting,4,0,TypeScript,,Curso para aprender React desde cero,J,Information and communication,high
820678785,awesome,gustarting,4,0,,,"What do hackers want? Like all craftsmen, hackers like good tools. In fact, that's an understatement. Good hackers find it unbearable to use bad tools. They'll simply refuse to work on projects with the wrong infrastructure.",J,Information and communication,high
710482207,PRACTICA_DOMPDF,Anders87x,4,0,,,Practica de como usar DOMDPF con composer,J,Information and communication,medium
583105004,flutter_andercode_pokedex,Anders87x,4,0,C++,,,R,"Arts, entertainment and recreation",medium
393533556,rails-stripe,KattyaCuevas,4,6,Ruby,"learning, payments, rails, stripe",Aplicación que construiremos a lo largo del curso de Integración de Pagos en Rails con Stripe en Código Facilito.,K,Financial and insurance activities,high
681783642,stm32_hello_cmsis_wokwi,WelsTheory,4,1,C,,,C,Manufacturing,medium
342131396,covid-19-peru-vacunas,jmcastagnetto,4,1,R,"coronavirus, covid-19, covid19-data, dataset, vaccines",Datos procesados de vacunas COVID19 en Perú. Datos originales de https://www.datosabiertos.gob.pe/dataset/vacunacion,Q,Human health and social work,high
1088937045,skardustay,wajahat-ali-mir-dev,4,1,JavaScript,,,J,Information and communication,low
479577622,DHS-Indicators-Stata,ljporras,4,2,,,Stata code to produce Demographic and Health Survey Indicators,Q,Human health and social work,high
1151850362,cs.chat,crafter-station,4,0,TypeScript,,,J,Information and communication,medium
529395165,codigocristo.github.io,CodigoCristo,4,0,CSS,,Web,J,Information and communication,medium
492306981,NASANEXGDDP-CMIP6,Hydroenvironment,4,2,R,,NASA NEX GDDP CMIP6 daily data Handling,M,"Professional, scientific activities",high
424272687,blogApp,sheylaPozo,4,0,Ruby,,A fully functional blog website that shows the list of posts and empower readers to interact with them by adding comments and liking posts.,J,Information and communication,high
416720764,schoolLibrary,sheylaPozo,4,0,Ruby,,,P,Education,high
965328462,Programacion-Python-Utec,john-caballero,4,2,Jupyter Notebook,,Este repositorio contiene el material oficial del Programa en Python dictado por la Universidad de Ingeniería y Tecnología (UTEC). ,P,Education,high
498966597,Deep-Learning-Program,john-caballero,4,6,Jupyter Notebook,,This is a scripts repository used on my Deep learning program.,M,"Professional, scientific activities",medium
105950867,gradeexport_xlsgd,juaneladio,4,2,PHP,,A public code repository for a Moodle Plugin: Exports: XLS with Groups and Dates,P,Education,high
3319068,Metropolitano-Mobile,juaneladio,4,5,JavaScript,,"[OBSOLETO: Ver https://github.com/juaneladio/metropolitano ] Proyecto en JQuery Mobile para construir una web móvil con información del servicio de transporte Metropolitano en Lima, Perú.",H,Transportation and storage,high
11714233,django-mailgun-validation,gnrfan,4,4,Python,,This is a Django app that provides fields (for models and forms) that use Mailgun's validation API for validating email address.,J,Information and communication,high
672544759,senamhiws,GeomarPerales,4,0,R,"hydrology, senamhi","senamhiws is a web scraping package from SENAMHI (Peru) wih R, the purpose of senamhiws is get record and details of SENAMHI stations.",A,"Agriculture, forestry and fishing",high
464687059,virtual-backend-g12,ederivero,4,3,,,Repositorio del modulo de Backend de CodiGo,P,Education,high
947968314,super_market_py,JulianB0315,4,0,Python,"csv, python",,G,Wholesale and retail trade,medium
842291033,Proyect_bank,JulianB0315,4,0,Java,"crud, java, oracle-database, poject, practice, sql, swing","Este proyecto tiene como objetivo desarrollar una aplicación para la gestión de datos en un entorno bancario, utilizando el lenguaje de programación Java. La aplicación se ha diseñado siguiendo el enfoque SCRUD (Search, Create, Read, Update, Delete) para gestionar de forma integral las operaciones de información que maneja el banco.",K,Financial and insurance activities,high
836944271,JulianB0315.Github.io,JulianB0315,4,1,HTML,"css, html5, javascript","Mi hoja de vida usando html, ccs y un poco de Javascript :)",J,Information and communication,high
190089831,cl-gambol,defunkydrummer,4,1,Common Lisp,,basic Prolog functionality for Common Lisp cloned from https://code.google.com/p/cl-gambol/,M,"Professional, scientific activities",high
1104935561,DevFestIca25-Activity1,Dav082004,4,2,,"copilot, devfest25, github, mcp-server",Actividad 1 GitHub Copilot y MCP Server 👾,J,Information and communication,high
411103336,pkb,ManuelLoaizaV,4,0,,,Welcome to my personal knowledge base,J,Information and communication,low
41647338,dashninja-be,elbereth,4,18,PHP,,Dash Ninja Back-End (Private Rest API),K,Financial and insurance activities,medium
134492097,MeetUp-16,Android-Dev-Peru,4,1,,,Java to Kotlin - Anko and Android KTX - Patrones de arquitectura,J,Information and communication,high
870207044,Interview-Android-Senior,PaulGuillen,4,0,,,,J,Information and communication,high
917817869,descargar-datos-de-earthengineapps-con-r,geografope,4,0,R,"geografope, google-earth-engine, r, rgee",📂 Este repositorio contiene una serie de instrucciones 📝 que puede ayudarte a  descargar los datos disponibles de las aplicaciones construidas en Google Earth Engine🌍 utilizando R 📊.,M,"Professional, scientific activities",high
913431260,3d-terrain-with-maplibre,geografope,4,0,HTML,"geografia, geografope, maplibre, visualization-3d",En este repositorio 🗂️ contiene una guía 📝 de como generar visualizaciones 3D de cualquier parte del mundo 🌍 en la Web usando MapLibre 🖥️.,M,"Professional, scientific activities",high
784537874,maplibre-con-python,geografope,4,1,Jupyter Notebook,"geografia, geografia-computacional, geografope, geopython, gisweb, mapasweb, maplibre, peru, python","¡Bienvenidos al repositorio de MapLibre con Python! 🗺️ Descubre cómo aprovechar esta potente herramienta de mapeo de código abierto, nacida el 9 de diciembre de 2020 como un fork de Mapbox GL JS 1.13. ¡Explora y únete a la revolución del mapeo gratuito! 🚀",M,"Professional, scientific activities",high
776179450,personalizacion-de-leyenda-en-qgis,geografope,4,1,,"cartografia, cartography, geografia, geografia-computacional, geografope, patche-shape-for-qgis, peru, qgis","En este repositorio 🗂️ encontrarás algunos truquitos y expresiones que pueden potenciar tu visualización de mapas en QGIS, sobre todo te ayudará a crear tus propios estilos (patch shape) para tus propios diseños cartográficos 🎨🌐.",M,"Professional, scientific activities",high
768911412,vectorial-spatial-formats,geografope,4,0,,"flatgeobuf, gdb, geoarrow, geografia, geografia-computacional, geografope, geography, geojson, geoparquet, gpkg, peru, shp, spatial-formats","🔍 Comparative analysis on storage, number of files, and spatial data reading across different formats. 📊 🌟",M,"Professional, scientific activities",high
239949428,lrp-criminalrecord,karenciita,4,4,JavaScript,,criminal record,O,Public administration and defense,high
245947573,cinema-lambda,f1729,4,0,Clojure,"compojure-api, httpkit, websockets","Compojure/Ring, HTTPKit, WebSockets",R,"Arts, entertainment and recreation",medium
498183101,blueberry_farm,claydergc,4,1,CMake,,A virtual blueberry farm that works in Gazebo,A,"Agriculture, forestry and fishing",high
995066961,AURA,FooTalentGroup,4,1,Java,,,J,Information and communication,low
498890517,house-booking-front-end,piero-vic,4,3,JavaScript,microverse,,I,Accommodation and food services,high
447023435,coin-watcher,piero-vic,4,1,JavaScript,"coingecko-api, cryptocurrency, messari-api, react, tailwindcss",Get information about cryptocurrencies.,K,Financial and insurance activities,high
436662039,intercheck-extension,jhonatanmacazana,4,0,TypeScript,,Hackatel - Osiptel. Sistema para monitorear el servicio de internet fijo,J,Information and communication,high
828641848,dailybot,zmandel,4,0,,,"Daily ""scrum"" bot for Microsoft Teams",J,Information and communication,high
40138582,Scrolling_Techniques_For_Android,kerpie,4,13,Java,,Scrolling techniques using the Android Design Support Library,J,Information and communication,high
1107384309,cv_system_analyzer,DeveloperRafael1996,4,0,Python,,Intelligent resume analysis and evaluation system using artificial intelligence to support recruitment,N,Administrative and support activities,high
698427500,Microverse-Diary,JuanDiegoGuerra,4,0,,,"Repo in where a group of friends write and add whatever they want  to exploid commits, PRs, Issues, etc.",J,Information and communication,low
683545835,Sofland-Tournaments,JuanDiegoGuerra,4,0,CSS,,Tournament publicitary webpage for Softland Gaming Center,R,"Arts, entertainment and recreation",high
636988993,MinStack-CodingChallenge,JuanDiegoGuerra,4,0,JavaScript,,Create a Stack that contains the standard push and pop methods. It should also contain another method min that returns the minimum number in the Stack.,J,Information and communication,high
